Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Symbols,AMZN,AAPL,WBA,NOC,BA,LMT,MCD,INTC,IBM,TXN,MA,MSFT,GE,AXP,PEP,KO,JNJ,TM,HMC,XOM,CVX,VLO,F,BAC,AMZN,AAPL,WBA,NOC,BA,LMT,MCD,INTC,IBM,TXN,MA,MSFT,GE,AXP,PEP,KO,JNJ,TM,HMC,XOM,CVX,VLO,F,BAC,AMZN,AAPL,WBA,NOC,BA,LMT,MCD,INTC,IBM,TXN,MA,MSFT,GE,AXP,PEP,KO,JNJ,TM,HMC,XOM,CVX,VLO,F,BAC,AMZN,AAPL,WBA,NOC,BA,LMT,MCD,INTC,IBM,TXN,MA,MSFT,GE,AXP,PEP,KO,JNJ,TM,HMC,XOM,CVX,VLO,F,BAC,AMZN,AAPL,WBA,NOC,BA,LMT,MCD,INTC,IBM,TXN,MA,MSFT,GE,AXP,PEP,KO,JNJ,TM,HMC,XOM,CVX,VLO,F,BAC,AMZN,AAPL,WBA,NOC,BA,LMT,MCD,INTC,IBM,TXN,MA,MSFT,GE,AXP,PEP,KO,JNJ,TM,HMC,XOM,CVX,VLO,F,BAC
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,375.55999755859375,28.347633361816406,72.21858215332031,143.3783721923828,131.65283203125,162.38958740234375,79.47480773925781,27.05286979675293,114.72004699707031,48.05413055419922,83.40447235107422,36.926612854003906,184.2555694580078,69.71558380126953,78.59440612792969,32.36080551147461,83.00779724121094,131.990478515625,35.18000030517578,62.98542785644531,80.75128173828125,42.94892501831055,11.591948509216309,13.711400032043457,375.55999755859375,31.1875,86.95999908447266,160.16000366210938,149.60000610351562,194.82000732421875,94.87999725341797,32.470001220703125,153.6042022705078,57.33000183105469,86.93000030517578,41.619998931884766,209.61538696289062,77.31999969482422,95.80999755859375,40.29999923706055,99.58000183105469,138.42999267578125,35.18000030517578,86.93000030517578,109.11000061035156,57.560001373291016,15.760000228881836,15.5600004196167,383.55999755859375,31.53499984741211,89.58999633789062,162.2899932861328,151.42999267578125,196.44000244140625,95.3499984741211,32.70000076293945,154.7418670654297,58.20000076293945,88.30999755859375,41.7400016784668,213.07691955566406,78.5,96.12000274658203,40.65999984741211,99.8499984741211,139.02999877929688,35.220001220703125,87.36000061035156,109.69000244140625,58.099998474121094,15.880000114440918,15.75,374.3999938964844,31.114999771118164,85.86000061035156,159.6999969482422,149.44000244140625,193.94000244140625,94.45999908447266,32.220001220703125,152.9923553466797,57.20000076293945,86.58999633789062,41.15999984741211,207.07691955566406,76.52999877929688,95.36000061035156,40.099998474121094,99.11000061035156,138.0,34.97999954223633,86.16000366210938,108.26000213623047,57.040000915527344,15.710000038146973,15.5,382.6300048828125,31.387500762939453,88.45999908447266,162.1999969482422,150.8800048828125,195.8000030517578,95.12999725341797,32.5099983215332,154.63670349121094,57.84000015258789,87.98999786376953,41.66999816894531,210.76922607421875,78.4000015258789,95.83999633789062,40.470001220703125,99.37000274658203,138.99000549316406,35.220001220703125,87.13999938964844,109.36000061035156,57.970001220703125,15.880000114440918,15.710000038146973,3839700.0,207828000.0,15435500.0,1126100.0,4671600.0,1229900.0,6933600.0,30593600.0,4512862.0,5231200.0,4352800.0,42387600.0,11413285.0,22112500.0,4991600.0,15330300.0,11084200.0,253900.0,957000.0,14430100.0,6548700.0,5230600.0,32149000.0,88994300.0
2015-04-20,389.510009765625,28.995248794555664,72.35147094726562,145.64324951171875,134.35452270507812,164.04002380371094,80.5637435913086,27.269487380981445,118.63999938964844,48.75822067260742,83.78826141357422,38.0711555480957,182.70034790039062,69.63443756103516,79.16046142578125,32.64988327026367,83.53296661376953,132.27650451660156,35.0099983215332,63.210052490234375,81.62456512451172,42.881778717041016,11.702278137207031,13.720212936401367,389.510009765625,31.899999618530273,87.12000274658203,162.69000244140625,152.6699981689453,196.8000030517578,96.18000030517578,32.72999954223633,158.85276794433594,58.16999816894531,87.33000183105469,42.90999984741211,207.84616088867188,77.2300033569336,96.5,40.65999984741211,100.20999908447266,138.72999572753906,35.0099983215332,87.23999786376953,110.29000091552734,57.470001220703125,15.90999984741211,15.569999694824219,391.94000244140625,32.029998779296875,88.22000122070312,163.22999572753906,153.5500030517578,197.64999389648438,96.26000213623047,32.790000915527344,159.31166076660156,58.529998779296875,87.88999938964844,43.16999816894531,211.07691955566406,77.8499984741211,96.94000244140625,40.900001525878906,100.87999725341797,139.33999633789062,35.209999084472656,88.0999984741211,111.70999908447266,58.38999938964844,15.920000076293945,15.6899995803833,377.0,31.292499542236328,86.87000274658203,160.88999938964844,151.00999450683594,195.0,95.0,32.529998779296875,154.78012084960938,57.599998474121094,87.01000213623047,41.68000030517578,207.76922607421875,76.95999908447266,96.23999786376953,40.40999984741211,100.05000305175781,138.63999938964844,34.90999984741211,87.08000183105469,109.55000305175781,57.22999954223633,15.819999694824219,15.5600004196167,378.54998779296875,31.392499923706055,87.51000213623047,161.17999267578125,151.05999755859375,195.27999877929688,95.0,32.61000061035156,154.9713134765625,57.599998474121094,87.22000122070312,41.72999954223633,210.15383911132812,77.38999938964844,96.26000213623047,40.41999816894531,100.26000213623047,138.74000549316406,35.099998474121094,87.12999725341797,109.56999969482422,57.7400016784668,15.890000343322754,15.619999885559082,5016100.0,188217200.0,9361100.0,845600.0,3169100.0,1276600.0,4382400.0,20649300.0,10051223.0,3220400.0,2681000.0,46057700.0,8019310.0,8432600.0,4468600.0,13023700.0,6668500.0,151600.0,515500.0,11593600.0,7148800.0,5317900.0,15250800.0,53649400.0
2015-04-21,391.17999267578125,28.83845329284668,72.32654571533203,145.4641876220703,134.93531799316406,163.6149139404297,79.4664535522461,27.0195369720459,117.28337097167969,48.74982833862305,84.21040344238281,37.831600189208984,179.9956817626953,69.67953491210938,79.39012908935547,32.74623489379883,83.60797882080078,134.7555694580078,35.31999969482422,62.94920349121094,81.21012878417969,43.523468017578125,11.636078834533691,13.658531188964844,391.17999267578125,31.727500915527344,87.08999633789062,162.49000549316406,153.3300018310547,196.2899932861328,94.87000274658203,32.43000030517578,157.0363311767578,58.15999984741211,87.7699966430664,42.63999938964844,204.76922607421875,77.27999877929688,96.77999877929688,40.779998779296875,100.30000305175781,141.3300018310547,35.31999969482422,86.87999725341797,109.7300033569336,58.33000183105469,15.819999694824219,15.5,394.6000061035156,32.04999923706055,88.25,163.83999633789062,154.08999633789062,198.33999633789062,96.55000305175781,32.970001220703125,160.0191192626953,58.869998931884766,88.18000030517578,43.150001525878906,208.15383911132812,77.80000305175781,97.55999755859375,40.9900016784668,100.98999786376953,141.89999389648438,35.540000915527344,87.62000274658203,110.73999786376953,58.59000015258789,15.979999542236328,15.640000343322754,386.79998779296875,31.667499542236328,86.91000366210938,162.08999633789062,152.0,195.11000061035156,94.54000091552734,32.279998779296875,156.8355712890625,58.029998779296875,87.2699966430664,42.529998779296875,204.23077392578125,77.23999786376953,96.54000091552734,40.540000915527344,100.16000366210938,141.27999877929688,35.279998779296875,86.69000244140625,109.30999755859375,57.34000015258789,15.760000228881836,15.430000305175781,391.30999755859375,32.025001525878906,87.27999877929688,163.72000122070312,153.50999450683594,198.0500030517578,96.19000244140625,32.93000030517578,158.7667236328125,58.869998931884766,87.5,43.0,207.92308044433594,77.37999725341797,97.19999694824219,40.66999816894531,100.66000366210938,141.3699951171875,35.5099983215332,87.37999725341797,110.05000305175781,57.470001220703125,15.920000076293945,15.600000381469727,4643500.0,129740400.0,5183800.0,986200.0,3772900.0,1421000.0,5981700.0,19023800.0,10129046.0,2853700.0,3148200.0,26013800.0,9993399.0,5125000.0,4184300.0,19673100.0,6532700.0,365800.0,908300.0,10100500.0,5674900.0,5381600.0,18509500.0,64033100.0
2015-04-22,389.79998779296875,29.22702980041504,72.26839447021484,145.09715270996094,133.05206298828125,164.73184204101562,81.9542236328125,27.244495391845703,118.06878662109375,49.22761535644531,87.50130462646484,38.14213562011719,181.9565887451172,70.72547149658203,79.80029296875,33.17183303833008,83.71634674072266,135.07022094726562,35.470001220703125,63.36944580078125,81.03990173339844,44.28455352783203,11.702278137207031,13.870018005371094,389.79998779296875,32.154998779296875,87.0199966430664,162.0800018310547,151.19000244140625,197.6300048828125,97.83999633789062,32.70000076293945,158.08795166015625,58.72999954223633,91.19999694824219,42.9900016784668,207.0,78.44000244140625,97.27999877929688,41.310001373291016,100.43000030517578,141.66000366210938,35.470001220703125,87.45999908447266,109.5,59.349998474121094,15.90999984741211,15.739999771118164,394.2799987792969,32.217498779296875,87.20999908447266,162.52999877929688,153.0,198.08999633789062,99.3499984741211,32.720001220703125,158.69981384277344,58.86000061035156,92.43000030517578,43.130001068115234,207.84616088867188,78.6500015258789,97.63999938964844,41.56999969482422,100.80000305175781,141.88999938964844,35.59000015258789,87.80000305175781,110.44000244140625,59.689998626708984,15.930000305175781,15.829999923706055,388.0,31.579999923706055,86.5999984741211,160.64999389648438,148.85000610351562,195.2100067138672,96.23999786376953,32.029998779296875,155.72657775878906,57.970001220703125,88.4800033569336,42.54999923706055,204.61538696289062,77.18000030517578,96.68000030517578,41.06999969482422,99.95999908447266,141.1699981689453,35.349998474121094,86.33999633789062,109.20999908447266,58.0,15.720000267028809,15.489999771118164,391.9100036621094,31.747499465942383,87.04000091552734,162.3699951171875,152.36000061035156,196.6999969482422,97.0,32.40999984741211,157.16061401367188,58.540000915527344,88.4800033569336,42.66999816894531,205.38461303710938,77.41000366210938,97.25,41.560001373291016,100.62999725341797,141.47000122070312,35.5,87.04000091552734,110.05000305175781,58.58000183105469,15.829999923706055,15.550000190734863,3474700.0,150618000.0,3485200.0,771900.0,8468900.0,1127300.0,19254300.0,21144200.0,4209941.0,4473500.0,12232000.0,25064300.0,6117293.0,7318100.0,5293600.0,26887200.0,4763900.0,163600.0,960000.0,8663600.0,5643100.0,6344500.0,20312100.0,73092800.0
2015-04-23,389.989990234375,29.465625762939453,71.99434661865234,145.76858520507812,131.89041137695312,164.37344360351562,81.25060272216797,26.952884674072266,121.55317687988281,45.866424560546875,87.19426727294922,38.45267105102539,181.55088806152344,70.46395874023438,78.52879333496094,32.88275146484375,83.74136352539062,134.4695281982422,36.099998474121094,63.427425384521484,81.38776397705078,44.19500732421875,11.591948509216309,13.825957298278809,389.989990234375,32.41749954223633,86.69000244140625,162.8300018310547,149.8699951171875,197.1999969482422,97.0,32.349998474121094,162.7533416748047,54.720001220703125,90.87999725341797,43.34000015258789,206.53846740722656,78.1500015258789,95.7300033569336,40.95000076293945,100.45999908447266,141.02999877929688,36.099998474121094,87.54000091552734,109.97000122070312,59.22999954223633,15.760000228881836,15.6899995803833,391.8800048828125,32.60499954223633,87.2699966430664,163.94000244140625,150.8300018310547,198.92999267578125,97.5199966430664,32.40999984741211,164.3498992919922,54.93000030517578,91.4000015258789,43.61000061035156,208.23077392578125,78.37000274658203,97.44000244140625,41.40999984741211,100.81999969482422,141.27999877929688,36.15999984741211,88.37999725341797,110.6500015258789,59.869998931884766,15.899999618530273,15.800000190734863,386.1499938964844,32.03499984741211,86.23999786376953,161.14999389648438,149.72999572753906,196.0500030517578,96.55999755859375,32.0099983215332,157.87762451171875,53.93000030517578,90.18000030517578,42.79999923706055,205.46153259277344,77.73999786376953,95.44999694824219,40.91999816894531,99.91000366210938,140.6199951171875,35.75,87.30999755859375,109.5999984741211,58.91999816894531,15.699999809265137,15.680000305175781,390.2099914550781,32.07500076293945,86.88999938964844,161.5399932861328,150.8300018310547,197.49000549316406,97.44000244140625,32.040000915527344,157.9636688232422,54.29999923706055,91.19999694824219,42.88999938964844,206.0,78.05999755859375,96.66999816894531,41.22999954223633,100.5,141.16000366210938,35.900001525878906,87.36000061035156,110.0,59.5,15.84000015258789,15.720000267028809,7980000.0,183083600.0,2942200.0,866700.0,4080800.0,1178700.0,6336500.0,23775300.0,8614438.0,22987500.0,4322300.0,46309500.0,4961554.0,4815400.0,7827700.0,17408800.0,7351500.0,393000.0,1033500.0,9866100.0,6940000.0,5542700.0,28458000.0,50292200.0
2015-04-24,445.1000061035156,29.604244232177734,71.40472412109375,144.82861328125,130.59677124023438,162.8480682373047,82.70807647705078,26.727930068969727,121.22471618652344,45.87480545043945,87.0407943725586,42.47181701660156,181.2127685546875,70.3197021484375,78.06941986083984,32.834564208984375,84.25818634033203,134.6411590576172,36.36000061035156,63.01439666748047,81.31376647949219,44.806861877441406,11.599306106567383,13.78189754486084,445.1000061035156,32.56999969482422,85.9800033569336,161.77999877929688,148.39999389648438,195.3699951171875,98.73999786376953,32.08000183105469,162.31358337402344,54.72999954223633,90.72000122070312,47.869998931884766,206.15383911132812,77.98999786376953,95.16999816894531,40.88999938964844,101.08000183105469,141.2100067138672,36.36000061035156,86.97000122070312,109.87000274658203,60.04999923706055,15.770000457763672,15.640000343322754,452.6499938964844,32.657501220703125,87.19999694824219,162.6999969482422,149.86000061035156,197.24000549316406,99.08000183105469,32.47999954223633,163.33651733398438,54.83000183105469,91.16000366210938,48.13999938964844,207.23077392578125,78.33000183105469,95.70999908447266,41.119998931884766,101.52999877929688,141.47000122070312,36.439998626708984,87.36000061035156,110.04000091552734,60.77000045776367,15.869999885559082,15.75,439.0,32.307498931884766,85.83000183105469,161.25999450683594,148.02000427246094,195.0,96.83999633789062,32.02000045776367,161.31930541992188,54.130001068115234,90.20999908447266,45.650001525878906,205.38461303710938,77.7699966430664,94.51000213623047,40.810001373291016,100.0,140.97999572753906,36.279998779296875,86.66000366210938,109.02999877929688,59.369998931884766,15.699999809265137,15.609999656677246,439.0,32.622501373291016,87.16000366210938,162.5,149.5399932861328,197.00999450683594,96.98999786376953,32.40999984741211,162.74378967285156,54.68000030517578,90.72000122070312,45.65999984741211,206.76922607421875,78.30000305175781,95.70999908447266,41.040000915527344,100.11000061035156,141.25999450683594,36.369998931884766,87.19000244140625,109.66999816894531,59.400001525878906,15.729999542236328,15.710000038146973,17176900.0,178103600.0,4104100.0,628600.0,4889200.0,1307400.0,7741300.0,22759900.0,4067266.0,10533600.0,3519200.0,130933700.0,3602820.0,3400700.0,5381700.0,11623300.0,6566900.0,277500.0,824800.0,8405700.0,4995000.0,5277700.0,20293300.0,40766100.0
2015-04-27,438.55999755859375,30.14279556274414,71.52098846435547,143.3514862060547,130.0687713623047,161.57278442382812,80.78153991699219,27.077861785888672,121.90303802490234,46.57050323486328,86.1100845336914,42.61377716064453,181.7537384033203,69.86888885498047,77.5115737915039,32.78639602661133,83.84137725830078,134.11672973632812,36.220001220703125,63.043392181396484,81.18792724609375,44.32185745239258,11.694920539855957,13.711400032043457,438.55999755859375,33.162498474121094,86.12000274658203,160.1300048828125,147.8000030517578,193.83999633789062,96.44000244140625,32.5,163.2218017578125,55.560001373291016,89.75,48.029998779296875,206.76922607421875,77.48999786376953,94.48999786376953,40.83000183105469,100.58000183105469,140.66000366210938,36.220001220703125,87.01000213623047,109.69999694824219,59.400001525878906,15.899999618530273,15.5600004196167,446.989990234375,33.282501220703125,86.69000244140625,162.92999267578125,149.0,196.5800018310547,98.94000244140625,32.689998626708984,163.94837951660156,56.29999923706055,91.2699966430664,48.130001068115234,207.6923065185547,77.95999908447266,95.2699966430664,41.150001525878906,101.5999984741211,141.25,36.43000030517578,87.5999984741211,110.73999786376953,60.439998626708984,16.0,15.760000228881836,437.4100036621094,32.787498474121094,85.62999725341797,160.02999877929688,147.7100067138672,193.52999877929688,96.26000213623047,32.08000183105469,162.81069946289062,55.09000015258789,89.69000244140625,47.220001220703125,206.23077392578125,77.04000091552734,94.45999908447266,40.779998779296875,100.47000122070312,140.5500030517578,36.16999816894531,86.76000213623047,109.54000091552734,59.20000076293945,15.770000457763672,15.5600004196167,443.8599853515625,33.07749938964844,86.69000244140625,162.0500030517578,148.58999633789062,195.63999938964844,98.73999786376953,32.08000183105469,163.374755859375,55.31999969482422,90.93000030517578,47.22999954223633,207.38461303710938,77.83000183105469,95.16999816894531,41.0,101.16000366210938,140.9600067138672,36.400001525878906,87.41000366210938,110.33999633789062,60.310001373291016,15.819999694824219,15.630000114440918,5430900.0,387816800.0,4110200.0,1231500.0,4603500.0,1377700.0,7282700.0,25869600.0,3314356.0,8397300.0,4854300.0,59248200.0,4708301.0,6901700.0,5348500.0,10044600.0,9113900.0,273000.0,557200.0,10534600.0,4858700.0,8056400.0,34824900.0,73523400.0
2015-04-28,429.30999755859375,29.66786766052246,71.48774719238281,143.691650390625,129.8135528564453,161.7227783203125,81.10821533203125,27.511104583740234,124.18072509765625,46.46086502075195,86.57062530517578,43.61635971069336,183.37652587890625,69.86888885498047,77.45418548583984,32.73820877075195,83.97474670410156,135.4516143798828,33.7599983215332,63.61581802368164,82.2388687133789,43.79954147338867,11.812607765197754,13.790709495544434,429.30999755859375,32.63999938964844,86.08000183105469,160.50999450683594,147.50999450683594,194.02000427246094,96.83000183105469,33.02000045776367,166.27151489257812,55.09000015258789,90.2300033569336,49.15999984741211,208.61538696289062,77.48999786376953,94.41999816894531,40.77000045776367,100.73999786376953,142.05999755859375,33.7599983215332,87.80000305175781,111.12000274658203,58.70000076293945,16.059999465942383,15.649999618530273,439.0,33.6349983215332,86.16000366210938,160.9499969482422,148.3699951171875,194.27000427246094,96.88999938964844,33.040000915527344,167.0076446533203,55.52000045776367,90.44000244140625,49.209999084472656,208.92308044433594,77.7300033569336,94.7699966430664,40.970001220703125,100.94999694824219,142.83999633789062,34.560001373291016,87.86000061035156,111.23999786376953,60.650001525878906,16.079999923706055,15.710000038146973,428.0400085449219,32.39250183105469,85.41999816894531,158.91000366210938,146.00999450683594,191.58999633789062,95.77999877929688,32.22999954223633,162.5430145263672,54.63999938964844,89.30999755859375,47.70000076293945,204.92308044433594,76.94000244140625,94.0199966430664,40.599998474121094,99.30999755859375,141.60000610351562,33.189998626708984,87.04000091552734,109.6500015258789,58.119998931884766,15.770000457763672,15.5,438.510009765625,33.6150016784668,85.83999633789062,160.00999450683594,147.89999389648438,193.75,96.2699966430664,32.29999923706055,163.31739807128906,55.310001373291016,89.6500015258789,47.779998779296875,207.3076934814453,77.69000244140625,94.73999786376953,40.95000076293945,100.44999694824219,142.17999267578125,34.560001373291016,87.22000122070312,110.05000305175781,59.81999969482422,15.930000305175781,15.579999923706055,4140500.0,475696000.0,2366500.0,1132300.0,4352900.0,1095600.0,4357400.0,29572800.0,6084268.0,6729300.0,4786300.0,60730800.0,4995458.0,6493400.0,5065900.0,12174800.0,7484600.0,421900.0,2455300.0,9633800.0,5321600.0,7905400.0,56634200.0,58080100.0
